participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
SXZNO,blf,0,delta,-0.2613043411893843,2.1590200000464845,1.7687499999999998,7.328125,5.134375
SXZNO,blf,1,delta,-0.27428952720397315,2.218927455944756,1.7687499999999998,7.328125,5.134375
SXZNO,blf,2,delta,-0.12055261400970685,2.1934400131887735,1.7687499999999998,7.328125,5.134375
SXZNO,blf,3,delta,0.07973591391486812,2.082859733297936,1.7687499999999998,7.328125,5.134375
SXZNO,blf,4,delta,0.14706202920979639,1.9624362812641758,1.7687499999999998,7.328125,5.134375
SXZNO,blf,5,delta,0.01566053401921197,1.960193256444597,1.7687499999999998,7.328125,5.134375
SXZNO,blf,6,delta,-0.1705364017033688,2.1411548844993917,1.7687499999999998,7.328125,5.134375
SXZNO,blf,7,delta,-0.20638591576958287,2.3621219502604722,1.7687499999999998,7.328125,5.134375
SXZNO,blf,8,delta,-0.1555342713600889,2.4129606920047895,1.7687499999999998,7.328125,5.134375
SXZNO,blf,9,delta,-0.27634211113723417,2.295559689441885,1.7687499999999998,7.328125,5.134375
SXZNO,blf,10,delta,-0.6344976192633882,2.192267918770318,1.7687499999999998,7.328125,5.134375
SXZNO,blf,11,delta,-1.0103973552023098,2.2536230441707232,1.7687499999999998,7.328125,5.134375
SXZNO,blf,12,delta,-1.1352594538474037,2.4284201525413347,1.7687499999999998,7.328125,5.134375
SXZNO,blf,13,delta,-0.96390597803203,2.497782902515339,1.7687499999999998,7.328125,5.134375
SXZNO,blf,14,delta,-0.7210754738912022,2.3838533956370833,1.7687499999999998,7.328125,5.134375
SXZNO,blf,15,delta,-0.6094046770650419,2.2089331743111664,1.7687499999999998,7.328125,5.134375
SXZNO,blf,16,delta,-0.623623869096007,2.1041966230031264,1.7687499999999998,7.328125,5.134375
SXZNO,blf,17,delta,-0.6393670342908782,2.10036610592379,1.7687499999999998,7.328125,5.134375
SXZNO,blf,18,delta,-0.5866640414411552,2.1201788574016787,1.7687499999999998,7.328125,5.134375
SXZNO,blf,19,delta,-0.5255161490517901,2.1029152422545825,1.7687499999999998,7.328125,5.134375
SXZNO,blf,20,delta,-0.5123577979909166,2.0764843409241736,1.7687499999999998,7.328125,5.134375
SXZNO,blf,21,delta,-0.5416974800158245,2.0663911284401904,1.7687499999999998,7.328125,5.134375
SXZNO,blf,22,delta,-0.5667119527327544,2.0304222367984197,1.7687499999999998,7.328125,5.134375
SXZNO,blf,23,delta,-0.5999525744337502,1.9458116150256553,1.7687499999999998,7.328125,5.134375
SXZNO,blf,24,delta,-0.6070083311517969,1.8592086761654256,1.7687499999999998,7.328125,5.134375
SXZNO,blf,25,delta,-0.4651523608780008,1.8088055909460559,1.7687499999999998,7.328125,5.134375
SXZNO,blf,26,delta,-0.15467956791054327,1.7814791195697228,1.7687499999999998,7.328125,5.134375
SXZNO,blf,27,delta,0.228480947502135,1.7376931364774344,1.7687499999999998,7.328125,5.134375
SXZNO,blf,28,delta,0.5479573221276071,1.6513214794025952,1.7687499999999998,7.328125,5.134375
SXZNO,blf,29,delta,0.7381848525639534,1.56612805339966,1.7687499999999998,7.328125,5.134375
SXZNO,blf,30,delta,0.8671406088073101,1.524335402506364,1.7687499999999998,7.328125,5.134375
