participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
MRB58,jmi,0,delta,-0.5990584042752238,2.1134852007793294,4.384375,6.596875,3.8125
MRB58,jmi,1,delta,-0.35915061533919657,2.0391715401781854,4.384375,6.596875,3.8125
MRB58,jmi,2,delta,-0.37981833307367197,2.0039152540111007,4.384375,6.596875,3.8125
MRB58,jmi,3,delta,-0.47991610614760116,2.036279629993484,4.384375,6.596875,3.8125
MRB58,jmi,4,delta,-0.32690556172128904,2.096339706545731,4.384375,6.596875,3.8125
MRB58,jmi,5,delta,0.07206140265838323,2.0684456161645284,4.384375,6.596875,3.8125
MRB58,jmi,6,delta,0.37555186333160284,1.8964724683508152,4.384375,6.596875,3.8125
MRB58,jmi,7,delta,0.32477066083158457,1.642182301282237,4.384375,6.596875,3.8125
MRB58,jmi,8,delta,0.057878175205690496,1.4157925669493963,4.384375,6.596875,3.8125
MRB58,jmi,9,delta,-0.05094571134775738,1.335249490558038,4.384375,6.596875,3.8125
MRB58,jmi,10,delta,0.1317754119851804,1.4390103083018606,4.384375,6.596875,3.8125
MRB58,jmi,11,delta,0.3523506356544257,1.6488855574229155,4.384375,6.596875,3.8125
MRB58,jmi,12,delta,0.34543894510310524,1.829787029376471,4.384375,6.596875,3.8125
MRB58,jmi,13,delta,0.1796629463637478,1.8616414123402334,4.384375,6.596875,3.8125
MRB58,jmi,14,delta,0.12373667062231464,1.755389623783631,4.384375,6.596875,3.8125
MRB58,jmi,15,delta,0.2890817808739703,1.6569484927786426,4.384375,6.596875,3.8125
MRB58,jmi,16,delta,0.3939303341997473,1.7059685054588287,4.384375,6.596875,3.8125
MRB58,jmi,17,delta,0.14074161353529613,1.8824328486048625,4.384375,6.596875,3.8125
MRB58,jmi,18,delta,-0.29462673456592614,1.9801961439479965,4.384375,6.596875,3.8125
MRB58,jmi,19,delta,-0.5066593742708445,1.8392941522541095,4.384375,6.596875,3.8125
MRB58,jmi,20,delta,-0.37037161787639583,1.5466427733844597,4.384375,6.596875,3.8125
MRB58,jmi,21,delta,-0.18451136280477232,1.3610245759089943,4.384375,6.596875,3.8125
MRB58,jmi,22,delta,-0.21825319023848144,1.4693212244431386,4.384375,6.596875,3.8125
MRB58,jmi,23,delta,-0.23161649492923164,1.8166075435378302,4.384375,6.596875,3.8125
MRB58,jmi,24,delta,0.15430697533717552,2.119020499977964,4.384375,6.596875,3.8125
MRB58,jmi,25,delta,0.7736729997951315,2.147527460499971,4.384375,6.596875,3.8125
MRB58,jmi,26,delta,0.9468331028693964,1.9301639774709836,4.384375,6.596875,3.8125
MRB58,jmi,27,delta,0.3767646866418084,1.6923097469901138,4.384375,6.596875,3.8125
MRB58,jmi,28,delta,-0.38906841685504623,1.6791958834456464,4.384375,6.596875,3.8125
MRB58,jmi,29,delta,-0.6187161940813064,1.9164349578772675,4.384375,6.596875,3.8125
MRB58,jmi,30,delta,-0.20627029308365197,2.185913505675284,4.384375,6.596875,3.8125
MRB58,jmi,31,delta,0.19137114779256903,2.2697133470066273,4.384375,6.596875,3.8125
MRB58,jmi,32,delta,-0.005167987767877413,2.161656884259986,4.384375,6.596875,3.8125
MRB58,jmi,33,delta,-0.5263784828503959,2.0592630383143984,4.384375,6.596875,3.8125
MRB58,jmi,34,delta,-0.7119403909786617,2.133569120782928,4.384375,6.596875,3.8125
MRB58,jmi,35,delta,-0.3128659430546792,2.35434183528164,4.384375,6.596875,3.8125
MRB58,jmi,36,delta,0.274668411273884,2.5227593289528416,4.384375,6.596875,3.8125
MRB58,jmi,37,delta,0.4554127611230121,2.4649489597541807,4.384375,6.596875,3.8125
MRB58,jmi,38,delta,0.05715034939402308,2.2522925494310124,4.384375,6.596875,3.8125
MRB58,jmi,39,delta,-0.6143931815515646,2.1635328027399185,4.384375,6.596875,3.8125
MRB58,jmi,40,delta,-1.1678720131238678,2.3309306581865994,4.384375,6.596875,3.8125
MRB58,jmi,41,delta,-1.3322045197644623,2.6013825166251,4.384375,6.596875,3.8125
MRB58,jmi,42,delta,-0.9977906864173014,2.7044014293119245,4.384375,6.596875,3.8125
MRB58,jmi,43,delta,-0.37297086603808616,2.541835215953934,4.384375,6.596875,3.8125
MRB58,jmi,44,delta,0.10077893301641039,2.2733768896460864,4.384375,6.596875,3.8125
MRB58,jmi,45,delta,0.1279976296678731,2.1725691091104045,4.384375,6.596875,3.8125
MRB58,jmi,46,delta,-0.3260227573295569,2.3439294009215463,4.384375,6.596875,3.8125
MRB58,jmi,47,delta,-0.9177217680911389,2.6224770874812995,4.384375,6.596875,3.8125
MRB58,jmi,48,delta,-1.1656615770779677,2.744129373231984,4.384375,6.596875,3.8125
MRB58,jmi,49,delta,-0.9155270638083008,2.6202881771624433,4.384375,6.596875,3.8125
MRB58,jmi,50,delta,-0.4130374097433833,2.4379716596436154,4.384375,6.596875,3.8125
MRB58,jmi,51,delta,-0.17292611073171305,2.4174518092202115,4.384375,6.596875,3.8125
MRB58,jmi,52,delta,-0.4474681417530477,2.6010012172285073,4.384375,6.596875,3.8125
MRB58,jmi,53,delta,-0.8610200641423127,2.845122321727861,4.384375,6.596875,3.8125
MRB58,jmi,54,delta,-0.8499644933222661,2.9658899304512545,4.384375,6.596875,3.8125
MRB58,jmi,55,delta,-0.2895288155422344,2.890489751553001,4.384375,6.596875,3.8125
MRB58,jmi,56,delta,0.38246517615618103,2.6942058195556866,4.384375,6.596875,3.8125
MRB58,jmi,57,delta,0.5196296905466484,2.5043962306510634,4.384375,6.596875,3.8125
MRB58,jmi,58,delta,0.023461425087005328,2.4265727320312673,4.384375,6.596875,3.8125
MRB58,jmi,59,delta,-0.10622525329630728,0.6930372521577649,4.384375,6.596875,3.8125
MRB58,jmi,0,theta,-0.9290951662156317,8.58533517838719,4.384375,6.596875,3.8125
MRB58,jmi,1,theta,-1.4418239188829869,8.660845589409655,4.384375,6.596875,3.8125
MRB58,jmi,2,theta,-1.3797568607031723,8.941708143473424,4.384375,6.596875,3.8125
MRB58,jmi,3,theta,-0.8905551764441038,9.229556491524228,4.384375,6.596875,3.8125
MRB58,jmi,4,theta,-0.5886469007808977,9.377468697093752,4.384375,6.596875,3.8125
MRB58,jmi,5,theta,-0.7448701125780435,9.411657711894248,4.384375,6.596875,3.8125
MRB58,jmi,6,theta,-0.8562036419868804,9.451512878289972,4.384375,6.596875,3.8125
MRB58,jmi,7,theta,-0.462517562127573,9.619161499485426,4.384375,6.596875,3.8125
MRB58,jmi,8,theta,0.1986299001283598,9.875395954822746,4.384375,6.596875,3.8125
MRB58,jmi,9,theta,0.5181628483424223,10.090690373016269,4.384375,6.596875,3.8125
MRB58,jmi,10,theta,0.09695760758117089,10.265657616331348,4.384375,6.596875,3.8125
MRB58,jmi,11,theta,-0.7721641060823679,10.453176531731401,4.384375,6.596875,3.8125
